Compound_Name,MOL_WEIGHT,IC50,Target Name,SMILES
CHEMBL4867186,445.911,0.121,RAC-alpha serine/threonine-protein kinase,Cl.NC1(C(=O)N[C@@H](C(=O)NO)c2ccccc2)CCN(c2ncnc3[nH]ccc23)CC1
CHEMBL4867422,450.892,0.0027,RAC-alpha serine/threonine-protein kinase,Cl.Cn1nccc1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cc1F
CHEMBL4868168,468.882,0.0263,RAC-alpha serine/threonine-protein kinase,Cl.Cn1nccc1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(F)c1
CHEMBL4868266,485.337,0.047,RAC-alpha serine/threonine-protein kinase,Cl.Cn1nccc1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(Cl)c1
CHEMBL4869482,503.327,0.0489,RAC-alpha serine/threonine-protein kinase,Cl.Cn1ncc(Cl)c1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cc1F
CHEMBL4873154,503.327,0.0971,RAC-alpha serine/threonine-protein kinase,Cl.Cn1ncc(Cl)c1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(F)c1
CHEMBL4873815,547.778,0.0662,RAC-alpha serine/threonine-protein kinase,Cl.Cn1ncc(Br)c1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cc1F
CHEMBL4875495,467.347,0.015,RAC-alpha serine/threonine-protein kinase,Cl.Cn1nccc1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2cc(F)cc(F)c2)c(Cl)c1
CHEMBL4877032,519.782,0.1425,RAC-alpha serine/threonine-protein kinase,Cl.Cn1ncc(Cl)c1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(Cl)c1
CHEMBL4877044,450.892,0.0353,RAC-alpha serine/threonine-protein kinase,Cl.Cn1nccc1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)cc2)cc1F
CHEMBL514334,429.48,0.07,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCN(C[C@H](NC(=O)c1ccc2[nH]c(-c3ccncc3)nc2c1)C(=O)O)c1ccccc1
CHEMBL5175305,531.057,0.22,RAC-alpha serine/threonine-protein kinase,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)CC(=O)N3)C[C@@H]1C)c1ccc(Cl)cc1.O=CO
CHEMBL5175628,479.0538142,0.0016,RAC-alpha serine/threonine-protein kinase,[2H]C1([2H])N(C(=O)[C@H](CNC(C)C)c2ccc(Cl)cc2)C([2H])([2H])C([2H])([2H])N(c2ncnc3c2[C@H](C)CC(=O)N3)C1([2H])[2H]
CHEMBL5187546,507.466,0.058,RAC-alpha serine/threonine-protein kinase,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2CC(C)C(=O)N3)CC1)c1ccc(Cl)cc1.Cl
CHEMBL5190230,544.056,0.0019,RAC-alpha serine/threonine-protein kinase,CC(C)NC[C@@H](C(=O)N1C2CCC1CN(c1ncnc3c1N(C)CC(=O)N3)C2)c1ccc(Cl)cc1.O=CO
CHEMBL5193935,519.002,0.201,RAC-alpha serine/threonine-protein kinase,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@@H](C)OC(=O)N3)CC1)c1ccc(Cl)cc1.O=CO
CHEMBL520788,523.378,0.003,RAC-alpha serine/threonine-protein kinase,NC[C@H](Cc1ccccc1C(F)(F)F)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
CHEMBL521638,352.367,0.099,RAC-alpha serine/threonine-protein kinase,O=C1C[C@H]2O[C@H](c3ccsc3)C3=C(C(=O)c4ccccc4C3=O)[C@H]2O1
CHEMBL5394710,487.348,0.0016,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Br)c1-c1ccc2c(c1)CN([C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)C2=O
CHEMBL5395510,466.941,0.0063,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1cc2c(s1)OCCn1nccc1-2
CHEMBL5396695,472.967,0.1571,RAC-alpha serine/threonine-protein kinase,Cl.Cn1nccc1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cc1C1CC1
CHEMBL5398425,525.875,3.60E-05,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1cccc(F)c1)c1cc2c(s1)CCCn1ncc(Br)c1-2
CHEMBL5398736,481.374,0.299,RAC-alpha serine/threonine-protein kinase,Cc1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)ccc1-c1c(Cl)cnn1C.Cl
CHEMBL5399628,474.983,0.092,RAC-alpha serine/threonine-protein kinase,CCCc1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)ccc1-c1ccnn1C.Cl
CHEMBL5405389,544.302,0.00045,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(Cl)cc1)c1cc2c(s1)OCCn1ncc(Br)c1-2
CHEMBL5405650,460.912,0.0003,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1cc(F)cc(F)c1)c1ccc2c(c1)OCCn1nccc1-2
CHEMBL5406146,545.837,2.30E-05,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1cc2c(s1)OCCn1ncc(Br)c1-2
CHEMBL5406542,454.855,0.028,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1c(F)cc(-c2ccn[nH]2)cc1F
CHEMBL5407182,481.424,2.00E-05,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1cccc(F)c1)c1cc2c(s1)CCCn1ncc(Cl)c1-2
CHEMBL5407425,466.941,0.0032,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1cc(F)cc(F)c1)c1cc2c(s1)OCCn1nccc1-2
CHEMBL5408482,543.865,9.10E-05,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1cc2c(s1)CCCn1ncc(Br)c1-2
CHEMBL5409113,495.357,0.0028,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1cc(F)cc(F)c1)c1ccc2c(c1)OCCn1ncc(Cl)c1-2
CHEMBL5409534,509.428,0.0693,RAC-alpha serine/threonine-protein kinase,CC(C)c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)ccc1-c1c(Cl)cnn1C.Cl
CHEMBL5410852,525.825,0.3414,RAC-alpha serine/threonine-protein kinase,Cc1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)ccc1-c1c(Br)cnn1C.Cl
CHEMBL5411877,494.995,0.00022,RAC-alpha serine/threonine-protein kinase,CCc1cnn2c1-c1cc(C(=O)N[C@@H]3CNCC[C@H]3c3ccc(F)c(F)c3)sc1OCC2.Cl
CHEMBL5414576,478.902,3.50E-05,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1cc(F)c(F)c(F)c1)c1ccc2c(c1)OCCn1nccc1-2
CHEMBL5414727,485.337,0.6459,RAC-alpha serine/threonine-protein kinase,Cl.Cn1cc(-c2cc(F)c(C(=O)N[C@@H]3CNCC[C@H]3c3ccc(F)c(F)c3)c(Cl)c2)cn1
CHEMBL5415816,507.412,0.1426,RAC-alpha serine/threonine-protein kinase,Cl.Cn1ncc(Cl)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cc1C1CC1
CHEMBL5417436,468.882,1,RAC-alpha serine/threonine-protein kinase,Cl.Cn1cc(-c2cc(F)c(C(=O)N[C@@H]3CNCC[C@H]3c3ccc(F)c(F)c3)c(F)c2)cn1
CHEMBL5417625,471.31,0.0692,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1c(F)cc(-c2ccn[nH]2)cc1Cl
CHEMBL5422811,460.912,0.0004,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1ccc2c(c1)OCCn1nccc1-2
CHEMBL5423327,474.983,0.5545,RAC-alpha serine/threonine-protein kinase,CC(C)c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)ccc1-c1ccnn1C.Cl
CHEMBL5425034,533.751,1,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1c(F)cc(-c2[nH]ncc2Br)cc1F
CHEMBL5425439,509.428,0.2447,RAC-alpha serine/threonine-protein kinase,CCCc1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)ccc1-c1c(Cl)cnn1C.Cl
CHEMBL5425811,545.837,0.0011,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@H]1CNCC[C@@H]1c1ccc(F)c(F)c1)c1cc2c(s1)OCCn1ncc(Br)c1-2
CHEMBL5426560,483.396,1.00E-05,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1cccc(F)c1)c1cc2c(s1)OCCn1ncc(Cl)c1-2
CHEMBL5428430,543.865,5.40E-05,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1cc(F)cc(F)c1)c1cc2c(s1)CCCn1ncc(Br)c1-2
CHEMBL5430096,510.994,0.00042,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1cc2c(s1)OCCn1ncc(CCO)c1-2
CHEMBL5437264,501.386,5.30E-05,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1cc2c(s1)OCCn1ncc(Cl)c1-2
CHEMBL5437941,446.929,0.102,RAC-alpha serine/threonine-protein kinase,Cc1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)ccc1-c1ccnn1C.Cl
CHEMBL5438374,519.376,0.00012,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1cc(F)c(F)c(F)c1)c1cc2c(s1)OCCn1ncc(Cl)c1-2
CHEMBL5440366,446.979,0.0019,RAC-alpha serine/threonine-protein kinase,Cl.O=C(N[C@@H]1CNCC[C@H]1c1cccc(F)c1)c1cc2c(s1)CCCn1nccc1-2
CHEMBL593490,463.541,0.5,RAC-alpha serine/threonine-protein kinase,Cc1[nH]nc2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12
CHEMBL598194,384.871,0.013,RAC-alpha serine/threonine-protein kinase,NC1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
CHEMBL602534,261.26,0.018,Inhibitor of nuclear factor kappa-B kinase subunit beta,NC(=O)NC1=C(C(N)=O)C=C(c2ccc(F)cc2)C1
CHEMBL89905,384.384,0.11,Human HL60 cells ,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@@H](CC4=CC5=C(C=C24)OCO5)COC3=O
CHLORAMBUCIL,304.217,0.02109,A549,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
CLADRIBINE,285.691,0.003,CCRF-CEM,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
CLN-081,396.454,0.0074,Epidermal growth factor receptor erbB1,C=CC(=O)N[C@H]1C=C(C)c2c(-c3cnc4ccccc4c3)c3c(N)ncnc3n2C1
CLOFARABINE,303.681,0.13,TC-32,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
CP-724714,469.545,0.0064,Epidermal growth factor receptor erbB1,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1
CRAVACITINIB,422.449,0.00084,Tyrosine-protein kinase JAK2,CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC
CRIZOTINIB,450.345,0.681,Epidermal growth factor receptor erbB1,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
CROLIBULIN,417.263,0.17,MKN-45,COc1cc([C@H]2C(C#N)=C(N)Oc3c2ccc(N)c3N)cc(Br)c1OC
CUDC-101,434.496,0.0024,Epidermal growth factor receptor erbB1,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1
CYTARABINE,243.219,0.70983,CAL-62,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
Camptothecin,348.358,0.0091, U-937 cells,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
Casearborin A,538.637,0.29,Human SF539 cells,C[C@@H]1CC[C@]23[C@H]([C@]1(C)C/C=C(\C)/C=C)C[C@H](C=C2[C@H](O[C@H]3OC(=O)C)OC(=O)C)OC(=O)C4=CC=C(C=C4)O
Celastrol,450.619,0.1,Human SW13 cells,CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)O)C)C)C)C)O
Chrysin,254.241,0.084,CYP1A2 - cytochrome P450 family 1 subfamily A member 2,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
Cryptopleurine,377.484,0.01,Human  KHOS-NP cells,COC1=CC2=C(C=C1)C3=C(C[C@H]4CCCCN4C3)C5=CC(=C(C=C52)OC)OC
Cyanopyridine 7a,485.591,0.762,RAC-alpha serine/threonine-protein kinase,N#Cc1cnc(-c2ccc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)c(-c2ccccc2)c1
DA-36926,323.359,0.076,RAC-alpha serine/threonine-protein kinase,c1cc(-c2ccnc3ccc(-c4cnc5[nH]ncc5c4)cc23)ccn1
DACARBAZINE,182.187,0.556,Alpha-2c adrenergic receptor,CN(C)/N=N/c1[nH]cnc1C(N)=O
DACOMITINIB ANHYDROUS,469.948,0.0018,Epidermal growth factor receptor erbB1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1
DAPH,329.359,0.3,Epidermal growth factor receptor erbB1,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21
DAUNORUBICIN,527.526,0.4,HT-29,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
DECITABINE,228.208,0.03,DNA (cytosine-5)-methyltransferase 1,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
DIAZIQUONE,364.358,0.063,K562,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O
DIDANOSINE,236.231,1,C8166,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1
DIFLOMOTECAN,398.365,0.0034,A549,CC[C@@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)c(F)cc3nc2-1
DIZOCILPINE,221.303,0.0053,Lysosomal Pro-X carboxypeptidase,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12
DIZOCILPINE MALEATE,337.375,0.00791,SH-SY5Y,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12.O=C(O)/C=C\C(=O)O
DOMPERIDONE,425.92,0.037,5-hydroxytryptamine receptor 2A,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
DOXEPIN,279.383,0.046,5-hydroxytryptamine receptor 2C,CN(C)CCC=C1c2ccccc2COc2ccccc21
DOXORUBICIN,543.525,0.6,OVCAR-8,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
Deguelin,394.423,0.11,Human H1299 cells,CC1(C=CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)C
Diphyllin,380.352,0.271,Human MIA PaCa-2 cells,COC1=C(C=C2C(=C1)C(=C3C(=C2O)COC3=O)C4=CC5=C(C=C4)OCO5)OC
EDATREXATE,467.486,0.0026,Dihydrofolate reductase,CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
ELVUCITABINE,227.195,0.46,CCRF-CEM,Nc1nc(=O)n([C@@H]2C=C[C@H](CO)O2)cc1F
ENILURACIL,136.11,0.014,Dihydropyrimidine dehydrogenase,C#Cc1c[nH]c(=O)[nH]c1=O
ENZALUTAMIDE,464.444,0.492,Androgen receptor,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
EPIRUBICIN,543.525,0.55,MCF7,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
EPRISTERIDE,312.442,0.00018,3-oxo-5-alpha-steroid 4-dehydrogenase 2,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C
ERLOTINIB,393.443,0.02846,Epidermal growth factor receptor erbB1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
ERLOTINIB HYDROCHLORIDE,429.904,0.42,Epidermal growth factor receptor erbB1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl
EXEMESTANE,296.41,0.0425,Cytochrome P450 19A1,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
Ellipticine,246.313,0.08,Human Lu1 cells,CC1=C2C=CN=CC2=C(C3=C1NC4=CC=CC=C43)C
Englerin A,442.552,0.045,Human A498 cells,C[C@@H]1CC[C@@H]2[C@@H]1[C@@H]([C@@]3(C[C@H]([C@]2(O3)C)OC(=O)CO)C(C)C)OC(=O)/C=C/C4=CC=CC=C4
Epicatechin,290.271,0.8,SNCA - synuclein alpha,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
Eugenol,164.204,1,Human PC3 cells,COC1=C(C=CC(=C1)CC=C)O
Evodiamine,303.365,0.26,Human H460,CN1[C@@H]2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3
FADROZOLE,223.279,0.001,Cytochrome P450 11B2,N#Cc1ccc(C2CCCc3cncn32)cc1
FADROZOLE HYDROCHLORIDE,259.74,0.0064,Cytochrome P450 19A1,Cl.N#Cc1ccc(C2CCCc3cncn32)cc1
FIMEPINOSTAT,508.564,0.0028,Histone deacetylase 10,CN(CC1=CC2=C(S1)C(=NC(=N2)C3=CN=C(C=C3)OC)N4CCOCC4)C5=NC=C(C=N5)C(=O)NO
FLOXURIDINE,246.194,0.18,HT-1080,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
FLUDARABINE,285.235,0.0004,CCRF-CEM cell lines,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
FLUDARABINE PHOSPHATE,365.214,0.15,K562,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
FLUOROURACIL ,130.078,0.3,MCF7,O=c1[nH]cc(F)c(=O)[nH]1
FORMESTANE,302.414,0.41,Cytochrome P450 19A1,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
FOSBRETABULIN,396.332,0.0047,HeLa, COC1=C(C=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC)OP(=O)(O)O
FOSBRETABULIN DISODIUM,440.296,0.2,HT-29,COC1=C(C=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC)OP(=O)([O-])[O-].[Na+].[Na+]
FRENOLICIN B,328.32,0.198,RAC-alpha serine/threonine-protein kinase,CCC[C@H]1O[C@@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1c(O)cccc1C2=O
FRENTIZOLE,299.355,0.5923,Histone deacetylase 6,COc1ccc2nc(NC(=O)Nc3ccccc3)sc2c1
Ferulic Acid,194.186,0.5,Human MDA-MB-231 cells,COC1=C(C=CC(=C1)/C=C/C(=O)O)O
GDC-0152,498.653,0.0527,Inhibitor of apoptosis protein 3,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1
GEFITINIB,446.91,0.0001,EGFR,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
GEMCITABINE,263.2,0.11,K562,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
GEMCITABINE HYDROCHLORIDE,299.661,0.00213,NCI-H460,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
GENISTEIN,270.24,1,Epidermal growth factor receptor erbB1,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
GIMATECAN,447.491,0.015,NCI-H460,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C
GLXC-01962,407.259,0.028,RAC-alpha serine/threonine-protein kinase,CC(C)(C)n1nc(Cc2cccc(I)c2)c2c(N)ncnc21
GLXC-15467,445.415,0.9,Tumor protein P53,C1CCC(CC1)NC(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)N
GSK-1000163A,395.467,0.006,RAC-alpha serine/threonine-protein kinase,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN3CCCC3)cc21
GSK-319347A,469.544,0.03981,Inhibitor of nuclear factor kappa B kinase epsilon subunit,COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC
GSK-554170A,539.515,0.01,RAC-alpha serine/threonine-protein kinase,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCNCC3)c21.O=C(O)C(F)(F)F
GSK-561866B,470.412,0.794,RAC-alpha serine/threonine-protein kinase,CCn1c(-c2nonc2N)nc2c(C#CCN)ncc(OCCCN)c21.O=C(O)C(F)(F)F
GSK-619487A,525.488,0.008,RAC-alpha serine/threonine-protein kinase,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CCNCC3)c21.O=C(O)C(F)(F)F
GSK-690693,425.493,0.002,RAC-alpha serine/threonine-protein kinase,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
GSK-938890A,447.499,0.005,RAC-alpha serine/threonine-protein kinase,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)c3ccccc3)cc21
GSK-943949A,447.499,0.003,RAC-alpha serine/threonine-protein kinase,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)c3ccccc3)cc21
GSK-969786A,451.91,0.015,Epidermal growth factor receptor erbB1,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccco5)cc34)cc2Cl)c1
GW282974X,395.47,0.001,Epidermal growth factor receptor erbB1,CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1
GW651576X,429.882,0.079,Epidermal growth factor receptor erbB1,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccc3)cc2Cl)c1
GW659893X,444.897,0.03,Epidermal growth factor receptor erbB1,Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1
GW680191X,438.553,0.011,Epidermal growth factor receptor erbB1,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1
GW684626B,467.978,0.009,Epidermal growth factor receptor erbB1,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5cccs5)cc34)cc2Cl)c1
GW703087X,486.934,0.012,Epidermal growth factor receptor erbB1,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1
GW772405X,486.934,0.079,Epidermal growth factor receptor erbB1,CNC(=O)c1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1
GW794726X,487.922,0.091,Epidermal growth factor receptor erbB1,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1
GW799251X,446.873,0.032,Epidermal growth factor receptor erbB1,Nc1nccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1
GW807930X,500.961,0.06,Epidermal growth factor receptor erbB1,CC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1
GW876790X,330.352,0.126,RAC-alpha serine/threonine-protein kinase,CCn1c(-c2nonc2N)nc2cncc(C(=O)NCCNC)c21
Gallic Acid,170.12,0.06,FUT7 - fucosyltransferase 7,C1=C(C=C(C(=C1O)O)O)C(=O)O
HYDROXYCAMPTOTHECIN,364.357,0.15,A-375,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1
Harmol,198.225,0.77,HASPIN - histone H3 associated protein kinase ,CC1=C2C(=C3C=CC(=O)C=C3N2)C=CN1
Helenalin,262.305,0.21,Human SKLU1 cells,C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)O)C(=C)C(=O)O2
Hesperetin,302.282,0.511,CYP1A2 - cytochrome P450 family 1 subfamily B member 1,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O
Hispidulin,300.266,0.44,FLT3 - fms related receptor tyrosine kinase 3,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O
IBRUTINIB,440.507,0.0056,Epidermal growth factor receptor erbB1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
ICOTINIB,391.427,0.002,Epidermal growth factor receptor erbB1,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1
IDARUBICIN,497.5,0.012,K562,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
